[Point];[Position];[Force];[Time]
43;41.26;65.37208000000001;T#0ms
44;41.27;64.49726;T#0ms
45;41.28;64.14517;T#0ms
46;41.29;65.20444;T#0ms
47;41.3;66.63105999999999;T#0ms
48;41.31;68.1689;T#0ms
49;41.32;69.85005;T#0ms
50;41.33;70.18538000000001;T#0ms
51;41.34;70.14265999999999;T#0ms
52;41.35;70.14262;T#0ms
53;41.36;70.16705999999999;T#0ms
54;41.37;71.68205999999999;T#0ms
55;41.38;73.7397;T#0ms
56;41.39;75.94981999999999;T#0ms
57;41.4;77.08686999999999;T#0ms
58;41.41;76.715;T#0ms
59;41.42;75.645;T#0ms
60;41.43;74.97436;T#0ms
61;41.44;74.80058000000001;T#0ms
62;41.45;76.58998000000001;T#0ms
63;41.46;79.51343;T#0ms
64;41.47;83.07393;T#0ms
65;41.48;86.55058000000001;T#0ms
66;41.49;89.59737;T#0ms
67;41.5;92.05275999999999;T#0ms
68;41.51;94.57223;T#0ms
69;41.52;97.49251;T#0ms
70;41.53;100.70237;T#0ms
71;41.54;104.22932;T#0ms
72;41.55;108.73473;T#0ms
73;41.56;113.73402;T#0ms
74;41.57;121.71056000000002;T#0ms
75;41.58;131.1859;T#0ms
76;41.59;140.267;T#0ms
77;41.6;150.162;T#0ms
78;41.61;161.0446;T#0ms
79;41.62;172.6284;T#0ms
80;41.63;185.4193;T#0ms
81;41.64;200.4721;T#0ms
82;41.65;216.5674;T#0ms
83;41.66;232.4066;T#0ms
84;41.67;247.8923;T#0ms
85;41.68;259.156;T#0ms
86;41.69;267.0543;T#0ms
87;41.7;269.7186;T#0ms
88;41.71;267.4323;T#0ms
89;41.72;265.6764;T#0ms
90;41.73;263.6828;T#0ms
91;41.74;262.9512;T#0ms
92;41.75;264.7619;T#0ms
93;41.76;265.1689;T#0ms
94;41.77;267.0894;T#0ms
95;41.78;268.17;T#0ms
96;41.79;266.9827;T#0ms
97;41.8;265.1276;T#0ms
98;41.81;262.687;T#0ms
99;41.82;260.8402;T#0ms
100;41.83;259.7626;T#0ms
101;41.84;259.3694;T#0ms
102;41.85;259.8785;T#0ms
103;41.86;259.5828;T#0ms
104;41.87;260.9638;T#0ms
105;41.88;262.683;T#0ms
106;41.89;265.2192;T#0ms
107;41.9;268.048;T#0ms
108;41.91;269.4364;T#0ms
109;41.92;269.7428;T#0ms
110;41.93;269.5843;T#0ms
111;41.94;269.7338;T#0ms
112;41.95;270.4425;T#0ms
113;41.96;271.2427;T#0ms
114;41.97;273.4756;T#0ms
115;41.98;274.9739;T#0ms
116;41.99;276.37;T#0ms
117;42.0;277.6976;T#0ms
118;42.01;278.7975;T#0ms
119;42.02;278.5404;T#0ms
120;42.03;278.8697;T#0ms
121;42.04;279.1455;T#0ms
122;42.05;279.3818;T#0ms
123;42.06;280.2506;T#0ms
124;42.07;280.9568;T#0ms
125;42.08;281.4242;T#0ms
126;42.09;283.2044;T#0ms
127;42.1;284.4954;T#0ms
128;42.11;285.5318;T#0ms
129;42.12;286.5697;T#0ms
130;42.13;287.1185;T#0ms
131;42.14;287.8714;T#0ms
132;42.15;289.1181;T#0ms
133;42.16;290.0738;T#0ms
134;42.17;292.2203;T#0ms
135;42.18;293.6404;T#0ms
136;42.19;294.1358;T#0ms
137;42.2;295.3754;T#0ms
138;42.21;295.6294;T#0ms
139;42.22;295.4008;T#0ms
140;42.23;295.0553;T#0ms
141;42.24;295.2636;T#0ms
142;42.25;295.8428;T#0ms
143;42.26;297.847;T#0ms
144;42.27;299.885;T#0ms
145;42.28;302.2078;T#0ms
146;42.29;304.2685;T#0ms
147;42.3;304.9574;T#0ms
148;42.31;305.5366;T#0ms
149;42.32;307.2589;T#0ms
150;42.33;307.6277;T#0ms
151;42.34;308.8592;T#0ms
152;42.35;310.85900000000004;T#0ms
153;42.36;311.961;T#0ms
154;42.37;313.188;T#0ms
155;42.38;314.2702;T#0ms
156;42.39;314.1025;T#0ms
157;42.4;314.7198;T#0ms
158;42.41;314.7243;T#0ms
159;42.42;314.8402;T#0ms
160;42.43;315.3584;T#0ms
161;42.44;315.7716;T#0ms
162;42.45;316.9274;T#0ms
163;42.46;318.8428;T#0ms
164;42.47;320.242;T#0ms
165;42.48;321.7921;T#0ms
166;42.49;322.9672;T#0ms
167;42.5;324.028;T#0ms
168;42.51;324.947;T#0ms
169;42.52;325.8447;T#0ms
170;42.53;325.8814;T#0ms
171;42.54;325.6192;T#0ms
172;42.55;325.0004;T#0ms
173;42.56;324.1088;T#0ms
174;42.57;323.8166;T#0ms
175;42.58;324.505;T#0ms
176;42.59;325.8813;T#0ms
177;42.6;327.4848;T#0ms
178;42.61;329.9418;T#0ms
179;42.62;332.6608;T#0ms
180;42.63;334.2445;T#0ms
181;42.64;335.3678;T#0ms
182;42.65;335.7458;T#0ms
183;42.66;335.7458;T#0ms
184;42.67;336.3328;T#0ms
185;42.68;338.0262;T#0ms
186;42.69;339.0078;T#0ms
187;42.7;340.5928;T#0ms
188;42.71;342.338;T#0ms
189;42.72;343.4034;T#0ms
190;42.73;345.1424;T#0ms
191;42.74;346.8968;T#0ms
192;42.75;347.7157;T#0ms
193;42.76;348.6404;T#0ms
194;42.77;350.2377;T#0ms
195;42.78;351.1645;T#0ms
196;42.79;352.5805;T#0ms
197;42.8;353.7556;T#0ms
198;42.81;354.9428;T#0ms
199;42.82;355.4992;T#0ms
200;42.83;357.1026;T#0ms
201;42.84;358.5598;T#0ms
202;42.85;359.7212;T#0ms
203;42.86;361.285;T#0ms
204;42.87;362.9372;T#0ms
205;42.88;364.6443;T#0ms
206;42.89;366.6029;T#0ms
207;42.9;367.9732;T#0ms
208;42.91;368.9426;T#0ms
209;42.92;368.714;T#0ms
210;42.93;367.9671;T#0ms
211;42.94;367.80699999999996;T#0ms
212;42.95;367.8694;T#0ms
213;42.96;368.6909;T#0ms
214;42.97;371.2348;T#0ms
215;42.98;372.9662;T#0ms
216;42.99;374.1857;T#0ms
217;43.0;375.7953;T#0ms
218;43.01;377.0055;T#0ms
219;43.02;377.8011;T#0ms
220;43.03;379.4534;T#0ms
221;43.04;380.8922;T#0ms
222;43.05;380.7824;T#0ms
223;43.06;380.5415;T#0ms
224;43.07;379.63;T#0ms
225;43.08;378.5676;T#0ms
226;43.09;379.30699999999996;T#0ms
227;43.1;381.5094;T#0ms
228;43.11;383.6356;T#0ms
229;43.12;385.9067;T#0ms
230;43.13;386.8242;T#0ms
231;43.14;385.6842;T#0ms
232;43.15;384.6355;T#0ms
233;43.16;384.6339;T#0ms
234;43.17;385.8532;T#0ms
235;43.18;386.8546;T#0ms
236;43.19;389.1774;T#0ms
237;43.2;390.5248;T#0ms
238;43.21;392.0003;T#0ms
239;43.22;394.9984;T#0ms
240;43.23;397.2922;T#0ms
241;43.24;399.0679;T#0ms
242;43.25;400.7978;T#0ms
243;43.26;401.2856;T#0ms
244;43.27;401.184;T#0ms
245;43.28;402.4516;T#0ms
246;43.29;403.6786;T#0ms
247;43.3;403.5947;T#0ms
248;43.31;404.4863;T#0ms
249;43.32;404.8155;T#0ms
250;43.33;404.9664;T#0ms
251;43.34;406.3153;T#0ms
252;43.35;408.3028;T#0ms
253;43.36;409.577;T#0ms
254;43.37;411.1926;T#0ms
255;43.38;412.5156;T#0ms
256;43.39;412.2534;T#0ms
257;43.4;412.1604;T#0ms
258;43.41;412.3815;T#0ms
259;43.42;412.6558;T#0ms
260;43.43;415.0458;T#0ms
261;43.44;417.2223;T#0ms
262;43.45;419.4598;T#0ms
263;43.46;421.3437;T#0ms
264;43.47;421.4453;T#0ms
265;43.48;422.2734;T#0ms
266;43.49;423.2489;T#0ms
267;43.5;424.0796;T#0ms
268;43.51;425.8615;T#0ms
269;43.52;427.032;T#0ms
270;43.53;427.9283;T#0ms
271;43.54;427.977;T#0ms
272;43.55;429.1475;T#0ms
273;43.56;430.4948;T#0ms
274;43.57;432.1958;T#0ms
275;43.58;433.7687;T#0ms
276;43.59;434.2076;T#0ms
277;43.6;433.6032;T#0ms
278;43.61;433.6104;T#0ms
279;43.62;433.6794;T#0ms
280;43.63;434.2688;T#0ms
281;43.64;436.37199999999996;T#0ms
282;43.65;437.9115;T#0ms
283;43.66;439.9142;T#0ms
284;43.67;441.847;T#0ms
285;43.68;442.7188;T#0ms
286;43.69;443.7264;T#0ms
287;43.7;445.0478;T#0ms
288;43.71;446.287;T#0ms
289;43.72;446.4545;T#0ms
290;43.73;447.151;T#0ms
291;43.74;447.1023;T#0ms
292;43.75;446.9271;T#0ms
293;43.76;448.0627;T#0ms
294;43.77;449.9146;T#0ms
295;43.78;450.7544;T#0ms
296;43.79;452.2785;T#0ms
297;43.8;453.2236;T#0ms
298;43.81;453.9917;T#0ms
299;43.82;455.1729;T#0ms
300;43.83;456.2372;T#0ms
301;43.84;457.1543;T#0ms
302;43.85;457.1558;T#0ms
303;43.86;456.3388;T#0ms
304;43.87;455.1561;T#0ms
305;43.88;454.4946;T#0ms
306;43.89;455.2568;T#0ms
307;43.9;457.0095;T#0ms
308;43.91;459.471;T#0ms
309;43.92;461.0256;T#0ms
310;43.93;462.344;T#0ms
311;43.94;462.9994;T#0ms
312;43.95;462.8744;T#0ms
313;43.96;463.4964;T#0ms
314;43.97;464.3438;T#0ms
315;43.98;465.3315;T#0ms
316;43.99;466.8008;T#0ms
317;44.0;468.0506;T#0ms
318;44.01;469.9802;T#0ms
319;44.02;470.6356;T#0ms
320;44.03;471.1996;T#0ms
321;44.04;472.3732;T#0ms
322;44.05;473.6484;T#0ms
323;44.06;474.7712;T#0ms
324;44.07;476.153;T#0ms
325;44.08;477.1407;T#0ms
326;44.09;478.2808;T#0ms
327;44.1;477.5126;T#0ms
328;44.11;477.2384;T#0ms
329;44.12;477.1286;T#0ms
330;44.13;476.8726;T#0ms
331;44.14;478.4471;T#0ms
332;44.15;480.3112;T#0ms
333;44.16;482.0822;T#0ms
334;44.17;483.841;T#0ms
335;44.18;485.798;T#0ms
336;44.19;487.1118;T#0ms
337;44.2;487.5234;T#0ms
338;44.21;488.9806;T#0ms
339;44.22;489.9682;T#0ms
340;44.23;490.7242;T#0ms
341;44.24;491.34;T#0ms
342;44.25;491.7242;T#0ms
343;44.26;491.5397;T#0ms
344;44.27;492.0107;T#0ms
345;44.28;492.561;T#0ms
346;44.29;493.7167;T#0ms
347;44.3;494.9538;T#0ms
348;44.31;496.3637;T#0ms
349;44.32;497.0526;T#0ms
350;44.33;498.6256;T#0ms
351;44.34;499.93800000000005;T#0ms
352;44.35;500.5857;T#0ms
353;44.36;501.0506;T#0ms
354;44.37;501.0765;T#0ms
355;44.38;501.36300000000006;T#0ms
356;44.39;501.7517;T#0ms
357;44.4;502.6676;T#0ms
358;44.41;503.4892;T#0ms
359;44.42;504.0882;T#0ms
360;44.43;505.30300000000005;T#0ms
361;44.44;505.4233;T#0ms
362;44.45;505.8134;T#0ms
363;44.46;506.7686;T#0ms
364;44.47;506.5756;T#0ms
365;44.48;508.0159;T#0ms
366;44.49;509.5326;T#0ms
367;44.5;510.95300000000003;T#0ms
368;44.51;512.91;T#0ms
369;44.52;513.3430000000001;T#0ms
370;44.53;513.6784;T#0ms
371;44.54;514.067;T#0ms
372;44.55;514.1762;T#0ms
373;44.56;514.288;T#0ms
374;44.57;515.2228;T#0ms
375;44.58;515.3752;T#0ms
376;44.59;516.7692;T#0ms
377;44.6;517.7858;T#0ms
378;44.61;519.1165;T#0ms
379;44.62;519.3787;T#0ms
380;44.63;520.0372;T#0ms
381;44.64;520.9334;T#0ms
382;44.65;521.6283;T#0ms
383;44.66;522.5108;T#0ms
384;44.67;523.4086;T#0ms
385;44.68;523.8292;T#0ms
386;44.69;523.744;T#0ms
387;44.7;524.3094;T#0ms
388;44.71;525.2072;T#0ms
389;44.72;525.9251;T#0ms
390;44.73;526.5546;T#0ms
391;44.74;528.4552;T#0ms
392;44.75;529.548;T#0ms
393;44.76;530.6779;T#0ms
394;44.77;531.9928;T#0ms
395;44.78;533.2488;T#0ms
396;44.79;534.2243;T#0ms
397;44.8;535.023;T#0ms
398;44.81;536.663;T#0ms
399;44.82;537.0836;T#0ms
400;44.83;536.7162;T#0ms
401;44.84;537.4554;T#0ms
402;44.85;537.5407;T#0ms
403;44.86;537.8212;T#0ms
404;44.87;538.7784;T#0ms
405;44.88;539.4491;T#0ms
406;44.89;540.6806;T#0ms
407;44.9;540.9688;T#0ms
408;44.91;541.3726;T#0ms
409;44.92;542.7536;T#0ms
410;44.93;543.9422;T#0ms
411;44.94;545.2043;T#0ms
412;44.95;546.7834;T#0ms
413;44.96;546.9458;T#0ms
414;44.97;547.591;T#0ms
415;44.98;547.7791;T#0ms
416;44.99;548.015;T#0ms
417;45.0;548.46;T#0ms
418;45.01;550.0146;T#0ms
419;45.02;550.9413;T#0ms
420;45.03;552.156;T#0ms
421;45.04;553.2276;T#0ms
422;45.05;554.0156;T#0ms
423;45.06;554.4896;T#0ms
424;45.07;554.8158;T#0ms
425;45.08;555.1298;T#0ms
426;45.09;555.5322;T#0ms
427;45.1;555.4484;T#0ms
428;45.11;555.7456;T#0ms
429;45.12;556.3552;T#0ms
430;45.13;557.1631;T#0ms
431;45.14;558.2879;T#0ms
432;45.15;559.239;T#0ms
433;45.16;560.4706;T#0ms
434;45.17;561.3469;T#0ms
435;45.18;561.9032;T#0ms
436;45.19;562.3833;T#0ms
437;45.2;563.1276;T#0ms
438;45.21;564.2505;T#0ms
439;45.22;564.9456;T#0ms
440;45.23;566.2381;T#0ms
441;45.24;566.5368;T#0ms
442;45.25;567.2013;T#0ms
443;45.26;567.0322;T#0ms
444;45.27;566.7452;T#0ms
445;45.28;567.0932;T#0ms
446;45.29;567.4574;T#0ms
447;45.3;568.32;T#0ms
448;45.31;570.4812;T#0ms
449;45.32;571.9246;T#0ms
450;45.33;573.4016;T#0ms
451;45.34;574.0584;T#0ms
452;45.35;573.7552;T#0ms
453;45.36;573.2614;T#0ms
454;45.37;572.8346;T#0ms
455;45.38;573.3423;T#0ms
456;45.39;573.6212;T#0ms
457;45.4;572.9536;T#0ms
458;45.41;572.9994;T#0ms
459;45.42;571.7952;T#0ms
460;45.43;571.5726;T#0ms
461;45.44;572.0238;T#0ms
462;45.45;573.0678;T#0ms
463;45.46;574.2917;T#0ms
464;45.47;575.8952;T#0ms
465;45.48;577.7547;T#0ms
466;45.49;579.3886;T#0ms
467;45.5;580.9936;T#0ms
468;45.51;582.2207;T#0ms
469;45.52;582.9066;T#0ms
470;45.53;582.0956;T#0ms
471;45.54;581.9538;T#0ms
472;45.55;582.3882;T#0ms
473;45.56;582.9216;T#0ms
474;45.57;584.65;T#0ms
475;45.58;586.1193;T#0ms
476;45.59;586.252;T#0ms
477;45.6;587.014;T#0ms
478;45.61;587.7635;T#0ms
479;45.62;587.1588;T#0ms
480;45.63;588.1344;T#0ms
481;45.64;588.3081;T#0ms
482;45.65;587.9484;T#0ms
483;45.66;587.4332;T#0ms
484;45.67;587.4178;T#0ms
485;45.68;587.2959;T#0ms
486;45.69;587.0749;T#0ms
487;45.7;587.4361;T#0ms
488;45.71;588.1342;T#0ms
489;45.72;588.6754;T#0ms
490;45.73;588.8202;T#0ms
491;45.74;589.9116;T#0ms
492;45.75;591.0456;T#0ms
493;45.76;590.6873;T#0ms
494;45.77;591.7085;T#0ms
495;45.78;592.143;T#0ms
496;45.79;592.844;T#0ms
497;45.8;594.5054;T#0ms
498;45.81;595.5648;T#0ms
499;45.82;597.0753;T#0ms
500;45.83;597.8359;T#0ms
501;45.84;598.4349;T#0ms
502;45.85;598.4349;T#0ms
503;45.86;598.6284;T#0ms
504;45.87;598.703;T#0ms
505;45.88;598.7396;T#0ms
506;45.89;599.2761;T#0ms
507;45.9;599.6298;T#0ms
508;45.91;600.023;T#0ms
509;45.92;600.4834;T#0ms
510;45.93;601.0518;T#0ms
511;45.94;600.6357;T#0ms
512;45.95;601.8366;T#0ms
513;45.96;601.4404;T#0ms
514;45.97;601.9663;T#0ms
515;45.98;603.7022;T#0ms
516;45.99;605.4490000000001;T#0ms
517;46.0;605.9945;T#0ms
518;46.01;607.5492;T#0ms
519;46.02;607.9105;T#0ms
520;46.03;606.7994;T#0ms
521;46.04;607.4228;T#0ms
522;46.05;607.6134;T#0ms
523;46.06;607.4274;T#0ms
524;46.07;608.1239;T#0ms
525;46.08;609.5612;T#0ms
526;46.09;610.7806;T#0ms
527;46.1;612.3154;T#0ms
528;46.11;613.1308;T#0ms
529;46.12;613.0790000000001;T#0ms
530;46.13;612.6034;T#0ms
531;46.14;612.0638;T#0ms
532;46.15;612.4572;T#0ms
533;46.16;613.5958;T#0ms
534;46.17;615.3156;T#0ms
535;46.18;616.6136;T#0ms
536;46.19;617.7568;T#0ms
537;46.2;618.7002;T#0ms
538;46.21;618.4197;T#0ms
539;46.22;617.5204;T#0ms
540;46.23;617.7063;T#0ms
541;46.24;616.8954;T#0ms
542;46.25;618.194;T#0ms
543;46.26;619.5094;T#0ms
544;46.27;620.3340000000001;T#0ms
545;46.28;622.4054;T#0ms
546;46.29;622.9984;T#0ms
547;46.3;623.5104;T#0ms
548;46.31;624.8456;T#0ms
549;46.32;625.7112;T#0ms
550;46.33;625.8194;T#0ms
551;46.34;625.5406;T#0ms
552;46.35;625.2724;T#0ms
553;46.36;623.8152;T#0ms
554;46.37;624.0346;T#0ms
555;46.38;623.9372;T#0ms
556;46.39;623.6323;T#0ms
557;46.4;625.2174;T#0ms
558;46.41;625.911;T#0ms
559;46.42;626.3271;T#0ms
560;46.43;626.6808;T#0ms
561;46.44;626.9124;T#0ms
562;46.45;627.0847;T#0ms
563;46.46;627.6136;T#0ms
564;46.47;628.205;T#0ms
565;46.48;628.516;T#0ms
566;46.49;628.6014;T#0ms
567;46.5;629.2262;T#0ms
568;46.51;630.5277;T#0ms
569;46.52;632.0992;T#0ms
570;46.53;633.1981;T#0ms
571;46.54;633.0976;T#0ms
572;46.55;632.8202;T#0ms
573;46.56;631.9088;T#0ms
574;46.57;631.4972;T#0ms
575;46.58;631.9118;T#0ms
576;46.59;632.9452;T#0ms
577;46.6;634.003;T#0ms
578;46.61;635.1493;T#0ms
579;46.62;634.814;T#0ms
580;46.63;633.8826;T#0ms
581;46.64;632.587;T#0ms
582;46.65;631.9596;T#0ms
583;46.66;632.2084;T#0ms
584;46.67;632.2165;T#0ms
585;46.68;632.4909;T#0ms
586;46.69;632.6554;T#0ms
587;46.7;633.8382;T#0ms
588;46.71;635.3076;T#0ms
589;46.72;637.1138;T#0ms
590;46.73;638.4322;T#0ms
591;46.74;639.5084;T#0ms
592;46.75;637.8622;T#0ms
593;46.76;636.9766;T#0ms
594;46.77;635.8488;T#0ms
595;46.78;634.6598;T#0ms
596;46.79;635.7344;T#0ms
597;46.8;636.6642;T#0ms
598;46.81;637.4294;T#0ms
599;46.82;638.7523;T#0ms
600;46.83;640.1241;T#0ms
601;46.84;641.191;T#0ms
602;46.85;642.3068;T#0ms
603;46.86;643.3324;T#0ms
604;46.87;642.1178;T#0ms
605;46.88;642.3006;T#0ms
606;46.89;642.86;T#0ms
607;46.9;643.8125;T#0ms
608;46.91;645.7177;T#0ms
609;46.92;646.7511;T#0ms
610;46.93;646.4417;T#0ms
611;46.94;646.9706;T#0ms
612;46.95;647.3868;T#0ms
613;46.96;646.8732;T#0ms
614;46.97;647.4098;T#0ms
615;46.98;646.5638;T#0ms
616;46.99;645.8368;T#0ms
617;47.0;646.4418;T#0ms
618;47.01;647.2065;T#0ms
619;47.02;647.0642;T#0ms
620;47.03;648.0072;T#0ms
621;47.04;647.7572;T#0ms
622;47.05;647.3716;T#0ms
623;47.06;647.6992;T#0ms
624;47.07;647.5011;T#0ms
625;47.08;648.0269;T#0ms
626;47.09;648.2267;T#0ms
627;47.1;648.164;T#0ms
628;47.11;647.8973;T#0ms
629;47.12;647.8744;T#0ms
630;47.13;648.885;T#0ms
631;47.14;649.2324;T#0ms
632;47.15;650.342;T#0ms
633;47.16;650.7627;T#0ms
634;47.17;651.0142;T#0ms
635;47.18;652.5856;T#0ms
636;47.19;652.7441;T#0ms
637;47.2;653.7502;T#0ms
638;47.21;652.976;T#0ms
639;47.22;651.746;T#0ms
640;47.23;651.5251;T#0ms
641;47.24;652.4638;T#0ms
642;47.25;653.1254;T#0ms
643;47.26;654.1953;T#0ms
644;47.27;655.0457;T#0ms
645;47.28;655.7316;T#0ms
646;47.29;655.829;T#0ms
647;47.3;655.1888;T#0ms
648;47.31;654.7052;T#0ms
649;47.32;654.9146;T#0ms
650;47.33;654.215;T#0ms
651;47.34;654.5244;T#0ms
652;47.35;655.2972;T#0ms
653;47.36;654.7942;T#0ms
654;47.37;654.9513;T#0ms
655;47.38;655.6584;T#0ms
656;47.39;655.317;T#0ms
657;47.4;657.5073;T#0ms
658;47.41;658.347;T#0ms
659;47.42;659.5116;T#0ms
660;47.43;659.8530000000001;T#0ms
661;47.44;658.8789999999999;T#0ms
662;47.45;658.7342;T#0ms
663;47.46;658.7372;T#0ms
664;47.47;658.5056;T#0ms
665;47.48;658.3472;T#0ms
666;47.49;658.8714;T#0ms
667;47.5;658.6336;T#0ms
668;47.51;658.841;T#0ms
669;47.52;660.2508;T#0ms
670;47.53;662.3466;T#0ms
671;47.54;662.3283;T#0ms
672;47.55;661.6836;T#0ms
673;47.56;661.1272;T#0ms
674;47.57;658.681;T#0ms
675;47.58;658.2984;T#0ms
676;47.59;660.3576;T#0ms
677;47.6;663.572;T#0ms
678;47.61;665.7455;T#0ms
679;47.62;667.9557;T#0ms
680;47.63;668.1202;T#0ms
681;47.64;666.6374;T#0ms
682;47.65;666.6678;T#0ms
683;47.66;666.3827;T#0ms
684;47.67;666.4925;T#0ms
685;47.68;667.4496;T#0ms
686;47.69;668.5653;T#0ms
687;47.7;669.431;T#0ms
688;47.71;670.6228;T#0ms
689;47.72;670.4169999999999;T#0ms
690;47.73;669.091;T#0ms
691;47.74;668.4066;T#0ms
692;47.75;668.0241;T#0ms
693;47.76;666.1632;T#0ms
694;47.77;666.0199;T#0ms
695;47.78;665.997;T#0ms
696;47.79;664.0385;T#0ms
697;47.8;663.5233;T#0ms
698;47.81;663.4928;T#0ms
699;47.82;664.4422;T#0ms
700;47.83;665.8888;T#0ms
701;47.84;667.7604;T#0ms
702;47.85;668.492;T#0ms
703;47.86;668.2756;T#0ms
704;47.87;667.9982;T#0ms
705;47.88;667.297;T#0ms
706;47.89;667.3992;T#0ms
707;47.9;666.8276;T#0ms
708;47.91;667.5287;T#0ms
709;47.92;668.3594;T#0ms
710;47.93;668.5834;T#0ms
711;47.94;670.2966;T#0ms
712;47.95;670.6624;T#0ms
713;47.96;670.1198;T#0ms
714;47.97;671.1014;T#0ms
715;47.98;669.8883;T#0ms
716;47.99;669.8028;T#0ms
717;48.0;669.4112;T#0ms
718;48.01;668.7116;T#0ms
719;48.02;668.2116;T#0ms
720;48.03;668.3518;T#0ms
721;48.04;668.0956;T#0ms
722;48.05;667.4799;T#0ms
723;48.06;668.0713;T#0ms
724;48.07;668.7633;T#0ms
725;48.08;667.9189;T#0ms
726;48.09;669.2511;T#0ms
727;48.1;669.1978;T#0ms
728;48.11;668.4052;T#0ms
729;48.12;668.2056;T#0ms
730;48.13;668.4007;T#0ms
731;48.14;667.8153;T#0ms
732;48.15;668.4052;T#0ms
733;48.16;667.7422;T#0ms
734;48.17;667.8581;T#0ms
735;48.18;668.6110000000001;T#0ms
736;48.19;669.2358;T#0ms
737;48.2;670.388;T#0ms
738;48.21;671.5906;T#0ms
739;48.22;672.6499;T#0ms
