[Point];[Position];[Force];[Time]
286;47.14;1754.418;T#0ms
287;47.15;1756.106;T#0ms
288;47.16;1762.4579999999999;T#0ms
289;47.17;1763.494;T#0ms
290;47.18;1766.756;T#0ms
291;47.19;1773.8970000000002;T#0ms
292;47.2;1772.9589999999998;T#0ms
293;47.21;1776.1370000000002;T#0ms
294;47.22;1780.9229999999998;T#0ms
295;47.23;1786.45;T#0ms
296;47.24;1790.6729999999998;T#0ms
297;47.25;1797.8020000000001;T#0ms
298;47.26;1806.471;T#0ms
299;47.27;1808.64;T#0ms
300;47.28;1809.014;T#0ms
301;47.29;1811.33;T#0ms
302;47.3;1816.07;T#0ms
303;47.31;1819.89;T#0ms
304;47.32;1825.424;T#0ms
305;47.33;1833.111;T#0ms
306;47.34;1837.6979999999999;T#0ms
307;47.35;1845.898;T#0ms
308;47.36;1851.654;T#0ms
309;47.37;1860.317;T#0ms
310;47.38;1865.2679999999998;T#0ms
311;47.39;1870.204;T#0ms
312;47.4;1868.499;T#0ms
313;47.41;1872.884;T#0ms
314;47.42;1873.34;T#0ms
315;47.43;1878.506;T#0ms
316;47.44;1882.967;T#0ms
317;47.45;1888.134;T#0ms
318;47.46;1893.1970000000001;T#0ms
319;47.47;1896.055;T#0ms
320;47.48;1897.1870000000001;T#0ms
321;47.49;1901.006;T#0ms
322;47.5;1905.1889999999999;T#0ms
323;47.51;1908.866;T#0ms
324;47.52;1915.576;T#0ms
325;47.53;1918.45;T#0ms
326;47.54;1921.6960000000001;T#0ms
327;47.55;1924.8629999999998;T#0ms
328;47.56;1932.5710000000001;T#0ms
329;47.57;1940.391;T#0ms
330;47.58;1946.757;T#0ms
331;47.59;1957.987;T#0ms
332;47.6;1963.55;T#0ms
333;47.61;1963.588;T#0ms
334;47.62;1971.5520000000001;T#0ms
335;47.63;1973.6429999999998;T#0ms
336;47.64;1971.4;T#0ms
337;47.65;1974.368;T#0ms
338;47.66;1979.344;T#0ms
339;47.67;1980.461;T#0ms
340;47.68;1983.6229999999998;T#0ms
341;47.69;1988.432;T#0ms
342;47.7;1995.079;T#0ms
343;47.71;1996.5639999999999;T#0ms
344;47.72;2005.736;T#0ms
345;47.73;2009.694;T#0ms
346;47.74;2009.467;T#0ms
347;47.75;2011.234;T#0ms
348;47.76;2009.2520000000002;T#0ms
349;47.77;2012.8329999999999;T#0ms
350;47.78;2017.391;T#0ms
351;47.79;2027.976;T#0ms
352;47.8;2034.256;T#0ms
353;47.81;2041.444;T#0ms
354;47.82;2046.983;T#0ms
355;47.83;2046.45;T#0ms
356;47.84;2048.114;T#0ms
357;47.85;2049.651;T#0ms
358;47.86;2051.144;T#0ms
359;47.87;2053.11;T#0ms
360;47.88;2056.5460000000003;T#0ms
361;47.89;2063.124;T#0ms
362;47.9;2066.34;T#0ms
363;47.91;2075.0860000000002;T#0ms
364;47.92;2081.9320000000002;T#0ms
365;47.93;2083.373;T#0ms
366;47.94;2082.3289999999997;T#0ms
367;47.95;2084.584;T#0ms
368;47.96;2084.569;T#0ms
369;47.97;2086.688;T#0ms
370;47.98;2090.4139999999998;T#0ms
371;47.99;2095.78;T#0ms
372;48.0;2102.3720000000003;T#0ms
373;48.01;2105.451;T#0ms
374;48.02;2103.7889999999998;T#0ms
375;48.03;2110.172;T#0ms
376;48.04;2115.899;T#0ms
377;48.05;2117.774;T#0ms
378;48.06;2123.695;T#0ms
379;48.07;2126.156;T#0ms
380;48.08;2126.759;T#0ms
381;48.09;2128.458;T#0ms
382;48.1;2134.494;T#0ms
383;48.11;2138.48;T#0ms
384;48.12;2147.1;T#0ms
385;48.13;2151.874;T#0ms
386;48.14;2155.916;T#0ms
387;48.15;2162.158;T#0ms
388;48.16;2160.694;T#0ms
389;48.17;2165.396;T#0ms
390;48.18;2168.948;T#0ms
391;48.19;2164.056;T#0ms
392;48.2;2167.275;T#0ms
393;48.21;2166.136;T#0ms
394;48.22;2167.28;T#0ms
395;48.23;2170.32;T#0ms
396;48.24;2173.924;T#0ms
397;48.25;2173.5660000000003;T#0ms
398;48.26;2179.339;T#0ms
399;48.27;2183.283;T#0ms
400;48.28;2187.261;T#0ms
401;48.29;2192.314;T#0ms
402;48.3;2194.777;T#0ms
403;48.31;2201.946;T#0ms
404;48.32;2202.167;T#0ms
405;48.33;2204.156;T#0ms
406;48.34;2206.6020000000003;T#0ms
407;48.35;2214.95;T#0ms
408;48.36;2218.026;T#0ms
409;48.37;2218.834;T#0ms
410;48.38;2225.589;T#0ms
411;48.39;2229.064;T#0ms
412;48.4;2224.58;T#0ms
413;48.41;2231.98;T#0ms
414;48.42;2237.703;T#0ms
415;48.43;2237.782;T#0ms
416;48.44;2240.9339999999997;T#0ms
417;48.45;2244.928;T#0ms
418;48.46;2243.658;T#0ms
419;48.47;2250.166;T#0ms
420;48.48;2253.341;T#0ms
421;48.49;2260.962;T#0ms
422;48.5;2258.104;T#0ms
423;48.51;2262.212;T#0ms
424;48.52;2257.0370000000003;T#0ms
425;48.53;2257.408;T#0ms
426;48.54;2257.3579999999997;T#0ms
427;48.55;2264.468;T#0ms
428;48.56;2266.335;T#0ms
429;48.57;2277.515;T#0ms
430;48.58;2281.1020000000003;T#0ms
431;48.59;2280.619;T#0ms
432;48.6;2286.149;T#0ms
433;48.61;2283.1839999999997;T#0ms
434;48.62;2284.106;T#0ms
435;48.63;2286.221;T#0ms
436;48.64;2286.881;T#0ms
437;48.65;2295.726;T#0ms
438;48.66;2293.595;T#0ms
439;48.67;2300.609;T#0ms
440;48.68;2307.274;T#0ms
441;48.69;2303.81;T#0ms
442;48.7;2301.239;T#0ms
443;48.71;2308.882;T#0ms
444;48.72;2307.77;T#0ms
445;48.73;2305.278;T#0ms
446;48.74;2315.314;T#0ms
447;48.75;2317.06;T#0ms
448;48.76;2317.784;T#0ms
449;48.77;2318.9120000000003;T#0ms
450;48.78;2327.401;T#0ms
451;48.79;2326.159;T#0ms
452;48.8;2330.708;T#0ms
453;48.81;2334.629;T#0ms
454;48.82;2342.884;T#0ms
455;48.83;2347.505;T#0ms
456;48.84;2351.096;T#0ms
457;48.85;2356.2960000000003;T#0ms
458;48.86;2358.22;T#0ms
459;48.87;2362.6710000000003;T#0ms
460;48.88;2364.18;T#0ms
461;48.89;2366.992;T#0ms
462;48.9;2369.423;T#0ms
463;48.91;2374.349;T#0ms
464;48.92;2375.306;T#0ms
465;48.93;2378.995;T#0ms
466;48.94;2380.1220000000003;T#0ms
467;48.95;2378.69;T#0ms
468;48.96;2379.467;T#0ms
469;48.97;2378.922;T#0ms
470;48.98;2380.1839999999997;T#0ms
471;48.99;2382.9120000000003;T#0ms
472;49.0;2384.382;T#0ms
473;49.01;2380.89;T#0ms
474;49.02;2387.354;T#0ms
475;49.03;2388.597;T#0ms
476;49.04;2392.478;T#0ms
477;49.05;2393.376;T#0ms
478;49.06;2395.532;T#0ms
479;49.07;2395.498;T#0ms
480;49.08;2396.317;T#0ms
481;49.09;2402.9179999999997;T#0ms
482;49.1;2409.923;T#0ms
483;49.11;2416.263;T#0ms
484;49.12;2419.286;T#0ms
485;49.13;2413.798;T#0ms
486;49.14;2417.019;T#0ms
487;49.15;2418.524;T#0ms
488;49.16;2419.652;T#0ms
489;49.17;2420.312;T#0ms
490;49.18;2423.05;T#0ms
491;49.19;2428.774;T#0ms
492;49.2;2423.165;T#0ms
493;49.21;2432.103;T#0ms
494;49.22;2429.886;T#0ms
495;49.23;2433.56;T#0ms
496;49.24;2431.144;T#0ms
497;49.25;2441.626;T#0ms
498;49.26;2442.986;T#0ms
499;49.27;2447.68;T#0ms
500;49.28;2450.2960000000003;T#0ms
501;49.29;2451.93;T#0ms
502;49.3;2452.323;T#0ms
503;49.31;2458.044;T#0ms
504;49.32;2457.57;T#0ms
505;49.33;2456.709;T#0ms
506;49.34;2455.8360000000002;T#0ms
507;49.35;2455.215;T#0ms
508;49.36;2452.734;T#0ms
509;49.37;2447.766;T#0ms
510;49.38;2448.146;T#0ms
511;49.39;2456.538;T#0ms
512;49.4;2457.825;T#0ms
513;49.41;2459.944;T#0ms
514;49.42;2471.61;T#0ms
515;49.43;2470.689;T#0ms
516;49.44;2475.709;T#0ms
517;49.45;2475.666;T#0ms
518;49.46;2477.578;T#0ms
519;49.47;2481.48;T#0ms
520;49.48;2480.881;T#0ms
521;49.49;2480.0170000000003;T#0ms
522;49.5;2484.7960000000003;T#0ms
523;49.51;2489.729;T#0ms
524;49.52;2489.314;T#0ms
525;49.53;2492.794;T#0ms
526;49.54;2494.009;T#0ms
527;49.55;2491.052;T#0ms
528;49.56;2491.2470000000003;T#0ms
529;49.57;2489.314;T#0ms
530;49.58;2492.279;T#0ms
531;49.59;2494.0820000000003;T#0ms
532;49.6;2499.488;T#0ms
533;49.61;2506.416;T#0ms
534;49.62;2509.702;T#0ms
535;49.63;2512.518;T#0ms
536;49.64;2519.6839999999997;T#0ms
537;49.65;2517.654;T#0ms
538;49.66;2520.59;T#0ms
539;49.67;2524.3089999999997;T#0ms
540;49.68;2527.64;T#0ms
541;49.69;2527.251;T#0ms
542;49.7;2528.92;T#0ms
543;49.71;2530.028;T#0ms
544;49.72;2532.456;T#0ms
545;49.73;2536.312;T#0ms
546;49.74;2536.2129999999997;T#0ms
547;49.75;2535.112;T#0ms
548;49.76;2536.274;T#0ms
549;49.77;2533.009;T#0ms
550;49.78;2535.124;T#0ms
551;49.79;2537.564;T#0ms
552;49.8;2543.491;T#0ms
553;49.81;2544.471;T#0ms
554;49.82;2546.166;T#0ms
555;49.83;2549.291;T#0ms
556;49.84;2551.785;T#0ms
557;49.85;2551.202;T#0ms
558;49.86;2548.178;T#0ms
559;49.87;2543.282;T#0ms
560;49.88;2540.6639999999998;T#0ms
561;49.89;2542.166;T#0ms
562;49.9;2546.242;T#0ms
563;49.91;2552.439;T#0ms
564;49.92;2552.339;T#0ms
565;49.93;2555.006;T#0ms
566;49.94;2557.603;T#0ms
567;49.95;2565.67;T#0ms
568;49.96;2568.366;T#0ms
569;49.97;2576.604;T#0ms
570;49.98;2576.741;T#0ms
571;49.99;2582.2129999999997;T#0ms
572;50.0;2580.041;T#0ms
573;50.01;2587.721;T#0ms
574;50.02;2590.298;T#0ms
575;50.03;2591.385;T#0ms
576;50.04;2591.456;T#0ms
577;50.05;2590.764;T#0ms
578;50.06;2593.415;T#0ms
579;50.07;2593.44;T#0ms
580;50.08;2597.774;T#0ms
581;50.09;2597.098;T#0ms
582;50.1;2595.714;T#0ms
583;50.11;2590.542;T#0ms
584;50.12;2589.11;T#0ms
585;50.13;2587.814;T#0ms
586;50.14;2591.762;T#0ms
587;50.15;2589.855;T#0ms
588;50.16;2591.944;T#0ms
589;50.17;2593.66;T#0ms
590;50.18;2591.842;T#0ms
591;50.19;2589.216;T#0ms
592;50.2;2592.55;T#0ms
593;50.21;2596.531;T#0ms
594;50.22;2598.933;T#0ms
595;50.23;2602.926;T#0ms
596;50.24;2604.001;T#0ms
597;50.25;2603.237;T#0ms
598;50.26;2602.581;T#0ms
599;50.27;2604.396;T#0ms
600;50.28;2605.725;T#0ms
601;50.29;2607.065;T#0ms
602;50.3;2601.3179999999998;T#0ms
603;50.31;2598.331;T#0ms
604;50.32;2596.738;T#0ms
605;50.33;2597.3720000000003;T#0ms
606;50.34;2601.996;T#0ms
607;50.35;2607.09;T#0ms
608;50.36;2613.9539999999997;T#0ms
609;50.37;2613.5589999999997;T#0ms
610;50.38;2615.554;T#0ms
611;50.39;2620.005;T#0ms
612;50.4;2625.466;T#0ms
613;50.41;2627.8390000000004;T#0ms
614;50.42;2633.3940000000002;T#0ms
615;50.43;2635.0009999999997;T#0ms
616;50.44;2636.572;T#0ms
617;50.45;2637.883;T#0ms
618;50.46;2639.6740000000004;T#0ms
619;50.47;2641.5240000000003;T#0ms
620;50.48;2645.055;T#0ms
621;50.49;2643.5;T#0ms
622;50.5;2648.6290000000004;T#0ms
623;50.51;2643.36;T#0ms
624;50.52;2641.935;T#0ms
625;50.53;2637.495;T#0ms
626;50.54;2638.417;T#0ms
627;50.55;2635.7329999999997;T#0ms
628;50.56;2637.6859999999997;T#0ms
629;50.57;2643.153;T#0ms
630;50.58;2638.1659999999997;T#0ms
631;50.59;2645.555;T#0ms
632;50.6;2645.1;T#0ms
633;50.61;2647.652;T#0ms
634;50.62;2655.3959999999997;T#0ms
635;50.63;2655.3940000000002;T#0ms
636;50.64;2659.087;T#0ms
637;50.65;2660.821;T#0ms
638;50.66;2660.583;T#0ms
639;50.67;2659.672;T#0ms
640;50.68;2662.712;T#0ms
641;50.69;2659.877;T#0ms
642;50.7;2659.938;T#0ms
643;50.71;2658.613;T#0ms
644;50.72;2664.35;T#0ms
645;50.73;2664.762;T#0ms
646;50.74;2670.3920000000003;T#0ms
647;50.75;2676.58;T#0ms
648;50.76;2675.007;T#0ms
649;50.77;2673.825;T#0ms
650;50.78;2675.7129999999997;T#0ms
651;50.79;2682.0359999999996;T#0ms
652;50.8;2681.6040000000003;T#0ms
653;50.81;2686.1220000000003;T#0ms
654;50.82;2690.2309999999998;T#0ms
655;50.83;2687.586;T#0ms
656;50.84;2686.5879999999997;T#0ms
657;50.85;2687.656;T#0ms
658;50.86;2688.305;T#0ms
659;50.87;2687.4190000000003;T#0ms
660;50.88;2686.4120000000003;T#0ms
661;50.89;2688.684;T#0ms
662;50.9;2686.4359999999997;T#0ms
663;50.91;2688.664;T#0ms
664;50.92;2687.518;T#0ms
665;50.93;2686.566;T#0ms
666;50.94;2689.1209999999996;T#0ms
667;50.95;2689.248;T#0ms
668;50.96;2687.328;T#0ms
669;50.97;2687.914;T#0ms
670;50.98;2689.298;T#0ms
671;50.99;2685.841;T#0ms
672;51.0;2689.454;T#0ms
673;51.01;2692.615;T#0ms
674;51.02;2697.86;T#0ms
675;51.03;2697.4440000000004;T#0ms
676;51.04;2700.756;T#0ms
677;51.05;2701.136;T#0ms
678;51.06;2699.224;T#0ms
679;51.07;2705.119;T#0ms
680;51.08;2705.656;T#0ms
681;51.09;2706.2659999999996;T#0ms
682;51.1;2709.9970000000003;T#0ms
683;51.11;2716.91;T#0ms
684;51.12;2713.383;T#0ms
685;51.13;2714.8979999999997;T#0ms
686;51.14;2716.5679999999998;T#0ms
687;51.15;2715.6609999999996;T#0ms
688;51.16;2717.6820000000002;T#0ms
689;51.17;2715.4640000000004;T#0ms
690;51.18;2720.9590000000003;T#0ms
691;51.19;2715.365;T#0ms
692;51.2;2718.962;T#0ms
693;51.21;2719.312;T#0ms
694;51.22;2719.12;T#0ms
695;51.23;2722.3559999999998;T#0ms
696;51.24;2724.678;T#0ms
697;51.25;2725.836;T#0ms
698;51.26;2726.514;T#0ms
699;51.27;2729.664;T#0ms
700;51.28;2729.41;T#0ms
701;51.29;2728.107;T#0ms
702;51.3;2730.384;T#0ms
703;51.31;2728.653;T#0ms
704;51.32;2730.134;T#0ms
705;51.33;2726.362;T#0ms
706;51.34;2733.018;T#0ms
707;51.35;2731.452;T#0ms
708;51.36;2736.8459999999995;T#0ms
709;51.37;2737.61;T#0ms
710;51.38;2743.41;T#0ms
711;51.39;2736.34;T#0ms
712;51.4;2745.6279999999997;T#0ms
713;51.41;2747.929;T#0ms
714;51.42;2746.8390000000004;T#0ms
715;51.43;2744.446;T#0ms
716;51.44;2743.992;T#0ms
717;51.45;2739.92;T#0ms
718;51.46;2739.935;T#0ms
719;51.47;2744.157;T#0ms
720;51.48;2746.077;T#0ms
721;51.49;2749.509;T#0ms
722;51.5;2751.511;T#0ms
723;51.51;2748.927;T#0ms
724;51.52;2751.5640000000003;T#0ms
725;51.53;2755.618;T#0ms
726;51.54;2752.5240000000003;T#0ms
727;51.55;2758.27;T#0ms
728;51.56;2759.284;T#0ms
729;51.57;2763.216;T#0ms
730;51.58;2761.8140000000003;T#0ms
731;51.59;2760.9629999999997;T#0ms
732;51.6;2759.748;T#0ms
733;51.61;2760.4120000000003;T#0ms
734;51.62;2763.033;T#0ms
735;51.63;2762.373;T#0ms
736;51.64;2767.822;T#0ms
737;51.65;2768.1409999999996;T#0ms
738;51.66;2769.458;T#0ms
739;51.67;2767.513;T#0ms
740;51.68;2766.7529999999997;T#0ms
741;51.69;2770.8720000000003;T#0ms
742;51.7;2772.262;T#0ms
743;51.71;2770.967;T#0ms
744;51.72;2770.868;T#0ms
745;51.73;2772.978;T#0ms
746;51.74;2767.5559999999996;T#0ms
747;51.75;2772.902;T#0ms
748;51.76;2769.539;T#0ms
749;51.77;2775.743;T#0ms
