[Point];[Position];[Force];[Time]
741;47.92;1095.006;T#0ms
742;47.93;1095.115;T#0ms
743;47.94;1094.976;T#0ms
744;47.95;1094.737;T#0ms
745;47.96;1095.807;T#0ms
746;47.97;1096.295;T#0ms
747;47.98;1096.816;T#0ms
748;47.99;1097.5539999999999;T#0ms
749;48.0;1097.933;T#0ms
750;48.01;1097.395;T#0ms
751;48.02;1096.501;T#0ms
752;48.03;1095.566;T#0ms
753;48.04;1095.678;T#0ms
754;48.05;1094.883;T#0ms
755;48.06;1094.725;T#0ms
756;48.07;1095.969;T#0ms
757;48.08;1096.213;T#0ms
758;48.09;1096.432;T#0ms
759;48.1;1096.462;T#0ms
760;48.11;1097.316;T#0ms
761;48.12;1096.609;T#0ms
762;48.13;1097.0539999999999;T#0ms
763;48.14;1096.417;T#0ms
764;48.15;1096.226;T#0ms
765;48.16;1095.603;T#0ms
766;48.17;1095.414;T#0ms
767;48.18;1095.487;T#0ms
768;48.19;1096.6580000000001;T#0ms
769;48.2;1096.152;T#0ms
770;48.21;1095.8980000000001;T#0ms
771;48.22;1096.0839999999998;T#0ms
772;48.23;1096.59;T#0ms
773;48.24;1097.507;T#0ms
774;48.25;1098.4189999999999;T#0ms
775;48.26;1099.572;T#0ms
776;48.27;1099.4260000000002;T#0ms
777;48.28;1098.261;T#0ms
778;48.29;1098.377;T#0ms
779;48.3;1097.263;T#0ms
780;48.31;1096.414;T#0ms
781;48.32;1097.2089999999998;T#0ms
782;48.33;1097.767;T#0ms
783;48.34;1098.694;T#0ms
784;48.35;1100.529;T#0ms
785;48.36;1101.187;T#0ms
786;48.37;1101.9089999999999;T#0ms
787;48.38;1102.0710000000001;T#0ms
788;48.39;1101.012;T#0ms
789;48.4;1101.681;T#0ms
790;48.41;1101.894;T#0ms
791;48.42;1101.6680000000001;T#0ms
792;48.43;1101.968;T#0ms
793;48.44;1101.782;T#0ms
794;48.45;1101.728;T#0ms
795;48.46;1101.883;T#0ms
796;48.47;1103.1019999999999;T#0ms
797;48.48;1105.47;T#0ms
798;48.49;1106.0339999999999;T#0ms
799;48.5;1106.4;T#0ms
800;48.51;1106.9260000000002;T#0ms
801;48.52;1107.394;T#0ms
802;48.53;1107.266;T#0ms
803;48.54;1107.376;T#0ms
804;48.55;1107.4669999999999;T#0ms
805;48.56;1106.75;T#0ms
806;48.57;1106.575;T#0ms
807;48.58;1107.113;T#0ms
808;48.59;1107.947;T#0ms
809;48.6;1107.2839999999999;T#0ms
810;48.61;1106.728;T#0ms
811;48.62;1107.095;T#0ms
812;48.63;1105.996;T#0ms
813;48.64;1105.315;T#0ms
814;48.65;1105.295;T#0ms
815;48.66;1104.577;T#0ms
816;48.67;1104.425;T#0ms
817;48.68;1105.028;T#0ms
818;48.69;1105.357;T#0ms
819;48.7;1105.897;T#0ms
820;48.71;1105.144;T#0ms
821;48.72;1106.309;T#0ms
822;48.73;1107.139;T#0ms
823;48.74;1107.132;T#0ms
824;48.75;1107.4360000000001;T#0ms
825;48.76;1107.827;T#0ms
826;48.77;1106.37;T#0ms
827;48.78;1105.897;T#0ms
828;48.79;1106.9260000000002;T#0ms
829;48.8;1106.851;T#0ms
830;48.81;1106.614;T#0ms
831;48.82;1107.33;T#0ms
832;48.83;1107.644;T#0ms
833;48.84;1107.596;T#0ms
834;48.85;1108.595;T#0ms
835;48.86;1109.029;T#0ms
836;48.87;1110.675;T#0ms
837;48.88;1111.253;T#0ms
838;48.89;1111.68;T#0ms
839;48.9;1110.934;T#0ms
840;48.91;1109.596;T#0ms
841;48.92;1108.038;T#0ms
842;48.93;1107.382;T#0ms
843;48.94;1107.01;T#0ms
844;48.95;1106.4;T#0ms
845;48.96;1106.62;T#0ms
846;48.97;1105.479;T#0ms
847;48.98;1105.447;T#0ms
848;48.99;1105.766;T#0ms
849;49.0;1105.961;T#0ms
850;49.01;1106.758;T#0ms
851;49.02;1107.0639999999999;T#0ms
852;49.03;1107.589;T#0ms
853;49.04;1107.9160000000002;T#0ms
854;49.05;1108.454;T#0ms
855;49.06;1107.985;T#0ms
856;49.07;1107.461;T#0ms
857;49.08;1107.032;T#0ms
858;49.09;1105.961;T#0ms
859;49.1;1106.12;T#0ms
860;49.11;1106.193;T#0ms
861;49.12;1107.808;T#0ms
862;49.13;1109.708;T#0ms
863;49.14;1110.134;T#0ms
864;49.15;1112.046;T#0ms
865;49.16;1112.808;T#0ms
866;49.17;1112.8419999999999;T#0ms
867;49.18;1113.076;T#0ms
868;49.19;1114.072;T#0ms
869;49.2;1114.448;T#0ms
870;49.21;1115.2;T#0ms
871;49.22;1114.728;T#0ms
872;49.23;1114.562;T#0ms
873;49.24;1114.6860000000001;T#0ms
874;49.25;1114.106;T#0ms
875;49.26;1113.983;T#0ms
876;49.27;1113.552;T#0ms
877;49.28;1112.96;T#0ms
878;49.29;1113.442;T#0ms
879;49.3;1112.46;T#0ms
880;49.31;1112.85;T#0ms
881;49.32;1112.954;T#0ms
882;49.33;1111.765;T#0ms
883;49.34;1112.344;T#0ms
884;49.35;1112.101;T#0ms
885;49.36;1112.113;T#0ms
886;49.37;1112.847;T#0ms
887;49.38;1112.2839999999999;T#0ms
888;49.39;1111.344;T#0ms
889;49.4;1110.698;T#0ms
890;49.41;1110.07;T#0ms
891;49.42;1109.113;T#0ms
892;49.43;1108.503;T#0ms
893;49.44;1108.29;T#0ms
894;49.45;1107.7939999999999;T#0ms
895;49.46;1108.3;T#0ms
896;49.47;1108.778;T#0ms
897;49.48;1108.9180000000001;T#0ms
898;49.49;1108.008;T#0ms
899;49.5;1107.473;T#0ms
900;49.51;1106.656;T#0ms
901;49.52;1105.928;T#0ms
902;49.53;1104.748;T#0ms
903;49.54;1105.31;T#0ms
904;49.55;1104.65;T#0ms
905;49.56;1104.868;T#0ms
906;49.57;1106.583;T#0ms
907;49.58;1106.972;T#0ms
908;49.59;1107.546;T#0ms
909;49.6;1108.74;T#0ms
910;49.61;1108.948;T#0ms
911;49.62;1108.558;T#0ms
912;49.63;1109.1680000000001;T#0ms
913;49.64;1108.427;T#0ms
914;49.65;1107.4360000000001;T#0ms
915;49.66;1107.229;T#0ms
916;49.67;1107.642;T#0ms
917;49.68;1107.242;T#0ms
918;49.69;1107.18;T#0ms
919;49.7;1106.872;T#0ms
920;49.71;1106.019;T#0ms
921;49.72;1104.644;T#0ms
922;49.73;1105.0710000000001;T#0ms
923;49.74;1106.278;T#0ms
924;49.75;1106.577;T#0ms
925;49.76;1108.308;T#0ms
926;49.77;1108.008;T#0ms
927;49.78;1107.177;T#0ms
928;49.79;1106.485;T#0ms
929;49.8;1105.254;T#0ms
930;49.81;1105.229;T#0ms
931;49.82;1105.607;T#0ms
932;49.83;1105.417;T#0ms
933;49.84;1106.522;T#0ms
934;49.85;1106.114;T#0ms
935;49.86;1106.423;T#0ms
936;49.87;1107.266;T#0ms
937;49.88;1107.32;T#0ms
938;49.89;1107.734;T#0ms
939;49.9;1107.479;T#0ms
940;49.91;1107.154;T#0ms
941;49.92;1106.497;T#0ms
942;49.93;1107.18;T#0ms
943;49.94;1106.296;T#0ms
944;49.95;1104.518;T#0ms
945;49.96;1104.187;T#0ms
946;49.97;1102.62;T#0ms
947;49.98;1102.388;T#0ms
948;49.99;1103.4360000000001;T#0ms
949;50.0;1103.222;T#0ms
950;50.01;1103.894;T#0ms
951;50.02;1104.5710000000001;T#0ms
952;50.03;1104.388;T#0ms
953;50.04;1104.382;T#0ms
954;50.05;1104.198;T#0ms
955;50.06;1103.833;T#0ms
956;50.07;1103.76;T#0ms
957;50.08;1103.986;T#0ms
958;50.09;1104.098;T#0ms
959;50.1;1103.62;T#0ms
960;50.11;1103.672;T#0ms
961;50.12;1103.59;T#0ms
962;50.13;1102.849;T#0ms
963;50.14;1102.254;T#0ms
964;50.15;1100.738;T#0ms
965;50.16;1100.876;T#0ms
966;50.17;1100.182;T#0ms
967;50.18;1100.017;T#0ms
968;50.19;1101.126;T#0ms
969;50.2;1101.413;T#0ms
970;50.21;1100.992;T#0ms
971;50.22;1101.3519999999999;T#0ms
972;50.23;1100.34;T#0ms
973;50.24;1100.28;T#0ms
974;50.25;1100.578;T#0ms
975;50.26;1101.45;T#0ms
976;50.27;1102.108;T#0ms
977;50.28;1101.546;T#0ms
978;50.29;1100.444;T#0ms
979;50.3;1099.381;T#0ms
980;50.31;1098.749;T#0ms
981;50.32;1097.968;T#0ms
982;50.33;1097.328;T#0ms
983;50.34;1096.838;T#0ms
984;50.35;1095.633;T#0ms
985;50.36;1095.505;T#0ms
986;50.37;1095.42;T#0ms
987;50.38;1095.22;T#0ms
988;50.39;1094.999;T#0ms
989;50.4;1094.274;T#0ms
990;50.41;1093.963;T#0ms
991;50.42;1094.23;T#0ms
992;50.43;1094.8239999999998;T#0ms
993;50.44;1094.885;T#0ms
994;50.45;1094.42;T#0ms
995;50.46;1092.853;T#0ms
996;50.47;1090.655;T#0ms
997;50.48;1089.78;T#0ms
998;50.49;1088.226;T#0ms
999;50.5;1087.506;T#0ms
1000;50.51;1087.75;T#0ms
1001;50.52;1086.807;T#0ms
1002;50.53;1087.482;T#0ms
1003;50.54;1089.268;T#0ms
1004;50.55;1090.262;T#0ms
1005;50.56;1091.433;T#0ms
1006;50.57;1092.096;T#0ms
1007;50.58;1091.3410000000001;T#0ms
1008;50.59;1090.076;T#0ms
1009;50.6;1089.628;T#0ms
1010;50.61;1089.573;T#0ms
1011;50.62;1089.329;T#0ms
1012;50.63;1090.305;T#0ms
1013;50.64;1090.2060000000001;T#0ms
1014;50.65;1088.86;T#0ms
1015;50.66;1086.982;T#0ms
1016;50.67;1085.458;T#0ms
1017;50.68;1084.5739999999998;T#0ms
1018;50.69;1084.627;T#0ms
1019;50.7;1085.872;T#0ms
1020;50.71;1087.238;T#0ms
1021;50.72;1086.326;T#0ms
1022;50.73;1085.97;T#0ms
1023;50.74;1084.8419999999999;T#0ms
1024;50.75;1084.098;T#0ms
1025;50.76;1083.774;T#0ms
1026;50.77;1083.501;T#0ms
1027;50.78;1083.72;T#0ms
1028;50.79;1083.438;T#0ms
1029;50.8;1081.94;T#0ms
1030;50.81;1080.276;T#0ms
1031;50.82;1079.142;T#0ms
1032;50.83;1076.442;T#0ms
1033;50.84;1075.825;T#0ms
1034;50.85;1075.6960000000001;T#0ms
1035;50.86;1075.9289999999999;T#0ms
1036;50.87;1076.381;T#0ms
1037;50.88;1076.49;T#0ms
1038;50.89;1076.788;T#0ms
1039;50.9;1076.077;T#0ms
1040;50.91;1075.124;T#0ms
1041;50.92;1074.703;T#0ms
1042;50.93;1075.38;T#0ms
1043;50.94;1076.7089999999998;T#0ms
1044;50.95;1077.239;T#0ms
1045;50.96;1078.349;T#0ms
1046;50.97;1077.8519999999999;T#0ms
1047;50.98;1076.947;T#0ms
1048;50.99;1075.514;T#0ms
1049;51.0;1074.56;T#0ms
1050;51.01;1072.9289999999999;T#0ms
1051;51.02;1072.7;T#0ms
1052;51.03;1072.617;T#0ms
1053;51.04;1071.624;T#0ms
1054;51.05;1071.451;T#0ms
1055;51.06;1071.442;T#0ms
1056;51.07;1070.971;T#0ms
1057;51.08;1071.71;T#0ms
1058;51.09;1071.596;T#0ms
1059;51.1;1070.673;T#0ms
1060;51.11;1068.527;T#0ms
1061;51.12;1066.421;T#0ms
1062;51.13;1064.47;T#0ms
1063;51.14;1064.775;T#0ms
1064;51.15;1064.927;T#0ms
1065;51.16;1066.344;T#0ms
1066;51.17;1066.299;T#0ms
1067;51.18;1065.2839999999999;T#0ms
1068;51.19;1064.5839999999998;T#0ms
1069;51.2;1062.672;T#0ms
1070;51.21;1061.096;T#0ms
1071;51.22;1060.205;T#0ms
1072;51.23;1059.443;T#0ms
1073;51.24;1058.526;T#0ms
1074;51.25;1057.486;T#0ms
1075;51.26;1056.56;T#0ms
1076;51.27;1055.096;T#0ms
1077;51.28;1054.3519999999999;T#0ms
1078;51.29;1053.365;T#0ms
1079;51.3;1052.703;T#0ms
1080;51.31;1052.139;T#0ms
1081;51.32;1051.8419999999999;T#0ms
1082;51.33;1051.3039999999999;T#0ms
1083;51.34;1051.012;T#0ms
1084;51.35;1050.912;T#0ms
1085;51.36;1049.878;T#0ms
1086;51.37;1049.713;T#0ms
1087;51.38;1049.512;T#0ms
1088;51.39;1048.138;T#0ms
1089;51.4;1047.695;T#0ms
1090;51.41;1046.36;T#0ms
1091;51.42;1044.572;T#0ms
1092;51.43;1044.046;T#0ms
1093;51.44;1044.31;T#0ms
1094;51.45;1043.421;T#0ms
1095;51.46;1043.924;T#0ms
1096;51.47;1043.378;T#0ms
1097;51.48;1042.318;T#0ms
1098;51.49;1041.859;T#0ms
1099;51.5;1041.036;T#0ms
1100;51.51;1040.853;T#0ms
1101;51.52;1041.452;T#0ms
1102;51.53;1041.6680000000001;T#0ms
1103;51.54;1041.638;T#0ms
1104;51.55;1041.848;T#0ms
1105;51.56;1042.1480000000001;T#0ms
1106;51.57;1040.611;T#0ms
1107;51.58;1038.714;T#0ms
1108;51.59;1037.317;T#0ms
1109;51.6;1035.7269999999999;T#0ms
1110;51.61;1035.453;T#0ms
1111;51.62;1035.915;T#0ms
1112;51.63;1036.7939999999999;T#0ms
1113;51.64;1036.684;T#0ms
1114;51.65;1036.184;T#0ms
1115;51.66;1034.36;T#0ms
1116;51.67;1033.215;T#0ms
1117;51.68;1032.455;T#0ms
1118;51.69;1032.249;T#0ms
1119;51.7;1031.817;T#0ms
1120;51.71;1031.494;T#0ms
1121;51.72;1032.0510000000002;T#0ms
1122;51.73;1031.769;T#0ms
1123;51.74;1030.465;T#0ms
1124;51.75;1030.319;T#0ms
1125;51.76;1029.856;T#0ms
1126;51.77;1029.161;T#0ms
1127;51.78;1028.819;T#0ms
1128;51.79;1028.021;T#0ms
1129;51.8;1027.015;T#0ms
1130;51.81;1026.891;T#0ms
1131;51.82;1026.692;T#0ms
1132;51.83;1026.282;T#0ms
1133;51.84;1026.282;T#0ms
1134;51.85;1025.954;T#0ms
1135;51.86;1025.289;T#0ms
1136;51.87;1024.85;T#0ms
1137;51.88;1023.9191;T#0ms
1138;51.89;1022.4422;T#0ms
1139;51.9;1021.7472;T#0ms
1140;51.91;1020.6193;T#0ms
1141;51.92;1020.0782;T#0ms
1142;51.93;1019.0526;T#0ms
1143;51.94;1017.8073;T#0ms
1144;51.95;1017.5954;T#0ms
1145;51.96;1016.5347;T#0ms
1146;51.97;1015.8411;T#0ms
1147;51.98;1016.4736;T#0ms
1148;51.99;1016.0773;T#0ms
1149;52.0;1015.8578;T#0ms
1150;52.01;1016.1383;T#0ms
1151;52.02;1015.9173;T#0ms
1152;52.03;1015.3884;T#0ms
1153;52.04;1014.576;T#0ms
1154;52.05;1014.3581;T#0ms
1155;52.06;1013.913;T#0ms
1156;52.07;1013.5838;T#0ms
1157;52.08;1014.4435;T#0ms
1158;52.09;1014.3947;T#0ms
1159;52.1;1014.8885;T#0ms
1160;52.11;1014.7604;T#0ms
1161;52.12;1015.4448;T#0ms
1162;52.13;1015.4677;T#0ms
1163;52.14;1015.0531;T#0ms
1164;52.15;1014.4678;T#0ms
1165;52.16;1012.1877;T#0ms
1166;52.17;1010.1575;T#0ms
1167;52.18;1009.0052;T#0ms
1168;52.19;1008.2919;T#0ms
1169;52.2;1008.2004;T#0ms
1170;52.21;1008.1973;T#0ms
1171;52.22;1007.7369;T#0ms
1172;52.23;1006.6517;T#0ms
1173;52.24;1005.5071;T#0ms
1174;52.25;1004.7556;T#0ms
1175;52.26;1004.8837;T#0ms
1176;52.27;1005.2175;T#0ms
1177;52.28;1006.6761;T#0ms
1178;52.29;1014.6064;T#0ms
1179;52.3;1028.691;T#0ms
1180;52.31;1048.001;T#0ms
1181;52.32;1070.862;T#0ms
1182;52.33;1093.399;T#0ms
1183;52.34;1111.028;T#0ms
1184;52.35;1127.639;T#0ms
1185;52.36;1143.529;T#0ms
1186;52.37;1161.468;T#0ms
1187;52.38;1178.469;T#0ms
1188;52.39;1194.729;T#0ms
1189;52.4;1207.063;T#0ms
1190;52.41;1211.141;T#0ms
1191;52.42;1210.605;T#0ms
1192;52.43;1207.788;T#0ms
1193;52.44;1204.789;T#0ms
1194;52.45;1207.99;T#0ms
1195;52.46;1218.069;T#0ms
1196;52.47;1231.748;T#0ms
1197;52.48;1248.35;T#0ms
1198;52.49;1263.748;T#0ms
1199;52.5;1271.057;T#0ms
1200;52.51;1268.107;T#0ms
1201;52.52;1257.558;T#0ms
1202;52.53;1245.222;T#0ms
1203;52.54;1234.736;T#0ms
1204;52.55;1232.678;T#0ms
1205;52.56;1238.369;T#0ms
1206;52.57;1248.191;T#0ms
1207;52.58;1258.001;T#0ms
1208;52.59;1255.1589999999999;T#0ms
1209;52.6;1234.1989999999998;T#0ms
1210;52.61;1204.0539999999999;T#0ms
1211;52.62;1170.873;T#0ms
1212;52.63;1142.31;T#0ms
1213;52.64;1133.896;T#0ms
1214;52.65;1138.263;T#0ms
1215;52.66;1148.815;T#0ms
1216;52.67;1163.788;T#0ms
1217;52.68;1174.5810000000001;T#0ms
1218;52.69;1184.005;T#0ms
1219;52.7;1191.198;T#0ms
1220;52.71;1188.394;T#0ms
1221;52.72;1179.774;T#0ms
1222;52.73;1169.958;T#0ms
1223;52.74;1155.746;T#0ms
1224;52.75;1145.286;T#0ms
1225;52.76;1137.818;T#0ms
1226;52.77;1134.4669999999999;T#0ms
1227;52.78;1132.201;T#0ms
1228;52.79;1131.221;T#0ms
1229;52.8;1131.0;T#0ms
1230;52.81;1131.433;T#0ms
1231;52.82;1130.97;T#0ms
1232;52.83;1130.281;T#0ms
1233;52.84;1131.343;T#0ms
1234;52.85;1133.226;T#0ms
1235;52.86;1134.5739999999998;T#0ms
1236;52.87;1137.17;T#0ms
1237;52.88;1137.9569999999999;T#0ms
1238;52.89;1138.05;T#0ms
1239;52.9;1138.847;T#0ms
1240;52.91;1139.34;T#0ms
1241;52.92;1140.0839999999998;T#0ms
1242;52.93;1142.167;T#0ms
1243;52.94;1143.232;T#0ms
1244;52.95;1143.963;T#0ms
1245;52.96;1144.718;T#0ms
1246;52.97;1145.407;T#0ms
1247;52.98;1145.983;T#0ms
1248;52.99;1146.999;T#0ms
1249;53.0;1148.04;T#0ms
1250;53.01;1148.9489999999998;T#0ms
1251;53.02;1149.479;T#0ms
1252;53.03;1150.729;T#0ms
1253;53.04;1151.638;T#0ms
1254;53.05;1153.375;T#0ms
1255;53.06;1155.128;T#0ms
1256;53.07;1156.149;T#0ms
1257;53.08;1157.43;T#0ms
1258;53.09;1158.503;T#0ms
1259;53.1;1158.71;T#0ms
1260;53.11;1160.3010000000002;T#0ms
1261;53.12;1160.691;T#0ms
1262;53.13;1161.568;T#0ms
1263;53.14;1163.27;T#0ms
1264;53.15;1164.434;T#0ms
1265;53.16;1166.11;T#0ms
1266;53.17;1167.007;T#0ms
1267;53.18;1167.489;T#0ms
1268;53.19;1167.617;T#0ms
1269;53.2;1168.22;T#0ms
1270;53.21;1169.05;T#0ms
1271;53.22;1170.903;T#0ms
1272;53.23;1172.336;T#0ms
1273;53.24;1172.961;T#0ms
1274;53.25;1174.104;T#0ms
1275;53.26;1174.817;T#0ms
1276;53.27;1175.524;T#0ms
1277;53.28;1175.621;T#0ms
1278;53.29;1176.274;T#0ms
1279;53.3;1177.411;T#0ms
1280;53.31;1178.616;T#0ms
1281;53.32;1180.719;T#0ms
1282;53.33;1183.371;T#0ms
1283;53.34;1184.822;T#0ms
1284;53.35;1185.895;T#0ms
1285;53.36;1185.406;T#0ms
1286;53.37;1185.0839999999998;T#0ms
1287;53.38;1184.484;T#0ms
1288;53.39;1184.639;T#0ms
1289;53.4;1185.8039999999999;T#0ms
1290;53.41;1186.913;T#0ms
1291;53.42;1187.014;T#0ms
1292;53.43;1188.315;T#0ms
1293;53.44;1189.644;T#0ms
1294;53.45;1191.607;T#0ms
1295;53.46;1193.319;T#0ms
1296;53.47;1194.878;T#0ms
1297;53.48;1196.266;T#0ms
1298;53.49;1197.1680000000001;T#0ms
1299;53.5;1198.253;T#0ms
1300;53.51;1200.16;T#0ms
1301;53.52;1202.143;T#0ms
1302;53.53;1204.786;T#0ms
1303;53.54;1207.002;T#0ms
1304;53.55;1209.251;T#0ms
1305;53.56;1210.623;T#0ms
1306;53.57;1210.343;T#0ms
1307;53.58;1210.0819999999999;T#0ms
1308;53.59;1210.725;T#0ms
1309;53.6;1210.844;T#0ms
1310;53.61;1211.379;T#0ms
1311;53.62;1212.353;T#0ms
1312;53.63;1213.214;T#0ms
1313;53.64;1213.964;T#0ms
1314;53.65;1216.3419999999999;T#0ms
1315;53.66;1218.389;T#0ms
1316;53.67;1219.89;T#0ms
1317;53.68;1222.5;T#0ms
1318;53.69;1223.719;T#0ms
1319;53.7;1224.4260000000002;T#0ms
1320;53.71;1225.359;T#0ms
1321;53.72;1224.615;T#0ms
1322;53.73;1225.751;T#0ms
1323;53.74;1228.157;T#0ms
1324;53.75;1230.163;T#0ms
1325;53.76;1232.84;T#0ms
1326;53.77;1235.208;T#0ms
1327;53.78;1235.33;T#0ms
1328;53.79;1236.315;T#0ms
1329;53.8;1237.723;T#0ms
1330;53.81;1238.961;T#0ms
1331;53.82;1240.208;T#0ms
1332;53.83;1241.742;T#0ms
1333;53.84;1242.608;T#0ms
1334;53.85;1244.417;T#0ms
1335;53.86;1246.243;T#0ms
1336;53.87;1247.508;T#0ms
1337;53.88;1249.162;T#0ms
1338;53.89;1250.0539999999999;T#0ms
1339;53.9;1251.052;T#0ms
1340;53.91;1251.928;T#0ms
1341;53.92;1252.576;T#0ms
1342;53.93;1254.007;T#0ms
1343;53.94;1255.662;T#0ms
1344;53.95;1257.05;T#0ms
1345;53.96;1257.836;T#0ms
1346;53.97;1258.818;T#0ms
1347;53.98;1259.336;T#0ms
1348;53.99;1259.86;T#0ms
1349;54.0;1260.151;T#0ms
1350;54.01;1259.92;T#0ms
1351;54.02;1260.38;T#0ms
1352;54.03;1260.8239999999998;T#0ms
1353;54.04;1261.5610000000001;T#0ms
1354;54.05;1263.213;T#0ms
1355;54.06;1264.323;T#0ms
1356;54.07;1265.134;T#0ms
1357;54.08;1266.3010000000002;T#0ms
1358;54.09;1267.62;T#0ms
1359;54.1;1267.816;T#0ms
1360;54.11;1268.871;T#0ms
1361;54.12;1270.182;T#0ms
1362;54.13;1270.82;T#0ms
1363;54.14;1271.507;T#0ms
1364;54.15;1272.651;T#0ms
1365;54.16;1274.806;T#0ms
1366;54.17;1276.315;T#0ms
1367;54.18;1278.144;T#0ms
1368;54.19;1279.6989999999998;T#0ms
1369;54.2;1280.766;T#0ms
1370;54.21;1280.651;T#0ms
1371;54.22;1280.41;T#0ms
1372;54.23;1280.162;T#0ms
1373;54.24;1280.455;T#0ms
1374;54.25;1282.0639999999999;T#0ms
1375;54.26;1283.7839999999999;T#0ms
1376;54.27;1285.735;T#0ms
1377;54.28;1287.491;T#0ms
1378;54.29;1290.0330000000001;T#0ms
1379;54.3;1291.161;T#0ms
1380;54.31;1293.32;T#0ms
1381;54.32;1294.964;T#0ms
1382;54.33;1294.88;T#0ms
1383;54.34;1294.621;T#0ms
1384;54.35;1293.47;T#0ms
1385;54.36;1294.1480000000001;T#0ms
1386;54.37;1294.569;T#0ms
1387;54.38;1296.623;T#0ms
1388;54.39;1298.972;T#0ms
1389;54.4;1299.769;T#0ms
1390;54.41;1300.83;T#0ms
1391;54.42;1303.494;T#0ms
1392;54.43;1305.458;T#0ms
1393;54.44;1308.073;T#0ms
1394;54.45;1309.626;T#0ms
1395;54.46;1309.839;T#0ms
1396;54.47;1309.428;T#0ms
1397;54.48;1309.378;T#0ms
1398;54.49;1310.723;T#0ms
1399;54.5;1311.225;T#0ms
1400;54.51;1312.7279999999998;T#0ms
1401;54.52;1314.67;T#0ms
1402;54.53;1316.108;T#0ms
1403;54.54;1317.632;T#0ms
1404;54.55;1318.602;T#0ms
1405;54.56;1319.007;T#0ms
1406;54.57;1319.51;T#0ms
1407;54.58;1320.644;T#0ms
1408;54.59;1322.1170000000002;T#0ms
1409;54.6;1323.7720000000002;T#0ms
1410;54.61;1325.4;T#0ms
1411;54.62;1326.384;T#0ms
1412;54.63;1327.55;T#0ms
1413;54.64;1328.3870000000002;T#0ms
1414;54.65;1328.9070000000002;T#0ms
1415;54.66;1330.009;T#0ms
1416;54.67;1330.594;T#0ms
1417;54.68;1331.125;T#0ms
1418;54.69;1331.879;T#0ms
1419;54.7;1333.112;T#0ms
1420;54.71;1334.6729999999998;T#0ms
1421;54.72;1335.9229999999998;T#0ms
1422;54.73;1337.511;T#0ms
1423;54.74;1340.02;T#0ms
1424;54.75;1341.4360000000001;T#0ms
1425;54.76;1343.385;T#0ms
1426;54.77;1345.246;T#0ms
1427;54.78;1345.513;T#0ms
1428;54.79;1347.293;T#0ms
1429;54.8;1348.2179999999998;T#0ms
1430;54.81;1349.08;T#0ms
1431;54.82;1350.162;T#0ms
1432;54.83;1350.286;T#0ms
1433;54.84;1350.4589999999998;T#0ms
1434;54.85;1352.158;T#0ms
1435;54.86;1353.065;T#0ms
1436;54.87;1354.162;T#0ms
1437;54.88;1355.7;T#0ms
1438;54.89;1356.1879999999999;T#0ms
1439;54.9;1356.652;T#0ms
1440;54.91;1357.0510000000002;T#0ms
1441;54.92;1358.755;T#0ms
1442;54.93;1360.183;T#0ms
1443;54.94;1360.5839999999998;T#0ms
1444;54.95;1360.8829999999998;T#0ms
1445;54.96;1361.273;T#0ms
1446;54.97;1361.4129999999998;T#0ms
1447;54.98;1362.835;T#0ms
1448;54.99;1365.655;T#0ms
1449;55.0;1367.3629999999998;T#0ms
1450;55.01;1369.371;T#0ms
1451;55.02;1370.89;T#0ms
1452;55.03;1372.009;T#0ms
1453;55.04;1373.0770000000002;T#0ms
1454;55.05;1373.9170000000001;T#0ms
1455;55.06;1375.4779999999998;T#0ms
1456;55.07;1376.557;T#0ms
1457;55.08;1376.6670000000001;T#0ms
1458;55.09;1377.642;T#0ms
1459;55.1;1378.386;T#0ms
1460;55.11;1378.38;T#0ms
1461;55.12;1379.829;T#0ms
1462;55.13;1380.983;T#0ms
1463;55.14;1382.649;T#0ms
1464;55.15;1383.6170000000002;T#0ms
1465;55.16;1383.9460000000001;T#0ms
1466;55.17;1384.6229999999998;T#0ms
1467;55.18;1384.5770000000002;T#0ms
1468;55.19;1384.172;T#0ms
1469;55.2;1385.464;T#0ms
1470;55.21;1386.49;T#0ms
1471;55.22;1387.269;T#0ms
1472;55.23;1388.391;T#0ms
1473;55.24;1388.842;T#0ms
1474;55.25;1389.165;T#0ms
1475;55.26;1390.628;T#0ms
1476;55.27;1392.5;T#0ms
1477;55.28;1393.171;T#0ms
1478;55.29;1394.317;T#0ms
1479;55.3;1395.085;T#0ms
1480;55.31;1396.0420000000001;T#0ms
1481;55.32;1397.8410000000001;T#0ms
1482;55.33;1399.629;T#0ms
1483;55.34;1400.8770000000002;T#0ms
1484;55.35;1401.8770000000002;T#0ms
1485;55.36;1401.889;T#0ms
1486;55.37;1402.45;T#0ms
1487;55.38;1402.776;T#0ms
1488;55.39;1403.4070000000002;T#0ms
1489;55.4;1405.253;T#0ms
1490;55.41;1406.48;T#0ms
1491;55.42;1407.967;T#0ms
1492;55.43;1409.0479999999998;T#0ms
1493;55.44;1409.565;T#0ms
1494;55.45;1410.664;T#0ms
1495;55.46;1411.912;T#0ms
1496;55.47;1412.8970000000002;T#0ms
1497;55.48;1414.2839999999999;T#0ms
1498;55.49;1415.094;T#0ms
1499;55.5;1415.838;T#0ms
1500;55.51;1416.094;T#0ms
1501;55.52;1416.105;T#0ms
1502;55.53;1417.24;T#0ms
1503;55.54;1416.9170000000001;T#0ms
1504;55.55;1417.751;T#0ms
